Année,Produits de base,Offre et utilisation,VALEUR
1960,Asperges fraîches,Production,3.16
1960,Asperges fraîches,Importations,2.24
1960,Asperges fraîches,Total utilisations,5.4
1960,Asperges fraîches,Disparition intérieure exprimée,2.84
1960,Asperges fraîches,Utilisation industrielle,2.28
1960,Asperges fraîches,Pertes,0.28
1960,Asperges en conserve,Total des ressources,4.37
1960,Asperges en conserve,Stocks au début,1.15
1960,Asperges en conserve,Production,2.41
1960,Asperges en conserve,Importations,0.81
1960,Asperges en conserve,Total utilisations,3.11
1960,Asperges en conserve,Disparition intérieure exprimée,3.11
1960,Asperges en conserve,Stocks à la fin,1.26
1960,Haricots verts et jaunes frais,Total des ressources,24.99
1960,Haricots verts et jaunes frais,Production,19.63
1960,Haricots verts et jaunes frais,Importations,5.36
1960,Haricots verts et jaunes frais,Total utilisations,24.99
1960,Haricots verts et jaunes frais,Disparition intérieure exprimée,6.74
1960,Haricots verts et jaunes frais,Utilisation industrielle,17.78
1960,Haricots verts et jaunes frais,Pertes,0.47
1960,Haricots verts et jaunes en conserve,Total des ressources,44.46
1960,Haricots verts et jaunes en conserve,Stocks au début,20.87
1960,Haricots verts et jaunes en conserve,Production,23.44
1960,Haricots verts et jaunes en conserve,Importations,0.15
1960,Haricots verts et jaunes en conserve,Total utilisations,26.37
1960,Haricots verts et jaunes en conserve,Disparition intérieure exprimée,26.37
1960,Haricots verts et jaunes en conserve,Stocks à la fin,18.09
1960,Haricots verts et jaunes congelés,Total des ressources,4.93
1960,Haricots verts et jaunes congelés,Stocks au début,2.37
1960,Haricots verts et jaunes congelés,Production,2.56
1960,Haricots verts et jaunes congelés,Total utilisations,1.86
1960,Haricots verts et jaunes congelés,Disparition intérieure exprimée,1.86
1960,Haricots verts et jaunes congelés,Stocks à la fin,3.07
1960,Betteraves fraîches,Total des ressources,22.8
1960,Betteraves fraîches,Production,20.95
1960,Betteraves fraîches,Importations,1.85
1960,Betteraves fraîches,Total utilisations,22.8
1960,Betteraves fraîches,Disparition intérieure exprimée,10.76
1960,Betteraves fraîches,Utilisation industrielle,11.19
1960,Betteraves fraîches,Pertes,0.85
1960,Betteraves en conserve,Total des ressources,11.75
1960,Betteraves en conserve,Stocks au début,4.49
1960,Betteraves en conserve,Production,7.26
1960,Betteraves en conserve,Total utilisations,5.28
1960,Betteraves en conserve,Disparition intérieure exprimée,5.28
1960,Betteraves en conserve,Stocks à la fin,6.47
1960,Brocolis frais,Total utilisations,
1960,Brocolis congelés,Total utilisations,
1960,Choux de Bruxelles frais,Total utilisations,
1960,Choux de Bruxelles congelés,Total utilisations,
1960,Choux frais,Total des ressources,93.82
1960,Choux frais,Stocks au début,1.74
1960,Choux frais,Production,59.14
1960,Choux frais,Importations,32.94
1960,Choux frais,Total utilisations,92.22
1960,Choux frais,Disparition intérieure exprimée,78.02
1960,Choux frais,Utilisation industrielle,6.86
1960,Choux frais,Pertes,7.34
1960,Choux frais,Stocks à la fin,1.6
1960,Choux chinois frais,Total utilisations,
1960,Carottes fraîches,Total des ressources,180.41
1960,Carottes fraîches,Stocks au début,12.79
1960,Carottes fraîches,Production,128.51
1960,Carottes fraîches,Importations,39.11
1960,Carottes fraîches,Total utilisations,169.46
1960,Carottes fraîches,Disparition intérieure exprimée,142.96
1960,Carottes fraîches,Utilisation industrielle,19.92
1960,Carottes fraîches,Pertes,6.58
1960,Carottes fraîches,Stocks à la fin,10.95
1960,Carottes en conserve,Total des ressources,7.48
1960,Carottes en conserve,Stocks au début,1.72
1960,Carottes en conserve,Production,5.76
1960,Carottes en conserve,Total utilisations,4.26
1960,Carottes en conserve,Disparition intérieure exprimée,4.26
1960,Carottes en conserve,Stocks à la fin,3.22
1960,Carottes congelées,Total utilisations,
1960,Choux-fleurs frais,Total des ressources,21.01
1960,Choux-fleurs frais,Production,13.71
1960,Choux-fleurs frais,Importations,7.3
1960,Choux-fleurs frais,Total utilisations,21.01
1960,Choux-fleurs frais,Disparition intérieure exprimée,17.22
1960,Choux-fleurs frais,Utilisation industrielle,2.04
1960,Choux-fleurs frais,Pertes,1.75
1960,Choux-fleurs congelés,Total utilisations,
1960,Céleri frais,Total des ressources,65.75
1960,Céleri frais,Stocks au début,0.65
1960,Céleri frais,Production,17.68
1960,Céleri frais,Importations,47.42
1960,Céleri frais,Total utilisations,64.92
1960,Céleri frais,Disparition intérieure exprimée,57.74
1960,Céleri frais,Utilisation industrielle,1.88
1960,Céleri frais,Pertes,5.3
1960,Céleri frais,Stocks à la fin,0.83
1960,Maïs frais,Total des ressources,150.06
1960,Maïs frais,Production,150.06
1960,Maïs frais,Total utilisations,150.06
1960,Maïs frais,Disparition intérieure exprimée,25.58
1960,Maïs frais,Utilisation industrielle,121.57
1960,Maïs frais,Pertes,2.91
1960,Maïs en conserve,Total des ressources,75.99
1960,Maïs en conserve,Stocks au début,35.93
1960,Maïs en conserve,Production,39.33
1960,Maïs en conserve,Importations,0.73
1960,Maïs en conserve,Total utilisations,40.5
1960,Maïs en conserve,Disparition intérieure exprimée,39.97
1960,Maïs en conserve,Exportations,0.53
1960,Maïs en conserve,Stocks à la fin,35.49
1960,Maïs congelé,Total des ressources,7.08
1960,Maïs congelé,Stocks au début,2.36
1960,Maïs congelé,Production,4.72
1960,Maïs congelé,Total utilisations,3.43
1960,Maïs congelé,Disparition intérieure exprimée,3.43
1960,Maïs congelé,Stocks à la fin,3.65
1960,Concombres frais,Total des ressources,40.16
1960,Concombres frais,Production,27.4
1960,Concombres frais,Importations,12.76
1960,Concombres frais,Total utilisations,40.16
1960,Concombres frais,Disparition intérieure exprimée,27.86
1960,Concombres frais,Utilisation industrielle,9.14
1960,Concombres frais,Pertes,3.16
1960,Autres racines alimentaires fraîche,Total utilisations,
1960,Aubergines fraîches,Total utilisations,
1960,Ail frais,Total utilisations,
1960,Choux-raves frais,Total utilisations,
1960,Poireaux frais,Total utilisations,
1960,Autres légumineuses fraîches,Total utilisations,
1960,Laitue fraîche,Total des ressources,101.21
1960,Laitue fraîche,Production,30.6
1960,Laitue fraîche,Importations,70.61
1960,Laitue fraîche,Total utilisations,101.21
1960,Laitue fraîche,Disparition intérieure exprimée,92.91
1960,Laitue fraîche,Pertes,8.3
1960,Haricots de lima congelés,Stocks au début,0.72
1960,Haricots de lima congelés,Total utilisations,
1960,Haricots de lima congelés,Stocks à la fin,0.73
1960,Manioc frais,Total utilisations,
1960,Champignons frais,Importations,0.43
1960,Champignons frais,Utilisation industrielle,2.93
1960,Champignons en conserve,Total des ressources,2.61
1960,Champignons en conserve,Production,2.48
1960,Champignons en conserve,Importations,0.13
1960,Champignons en conserve,Total utilisations,2.61
1960,Champignons en conserve,Disparition intérieure exprimée,2.61
1960,Okra frais,Total utilisations,
1960,Olives fraîches,Total utilisations,
1960,Oignons et échalotes frais,Total des ressources,134.1
1960,Oignons et échalotes frais,Stocks au début,23.04
1960,Oignons et échalotes frais,Production,79.13
1960,Oignons et échalotes frais,Importations,31.93
1960,Oignons et échalotes frais,Total utilisations,102.17
1960,Oignons et échalotes frais,Disparition intérieure exprimée,90.7
1960,Oignons et échalotes frais,Exportations,1.54
1960,Oignons et échalotes frais,Utilisation industrielle,2.47
1960,Oignons et échalotes frais,Pertes,7.46
1960,Oignons et échalotes frais,Stocks à la fin,31.93
1960,Persil frais,Total utilisations,
1960,Panais frais,Total des ressources,5.47
1960,Panais frais,Production,5.47
1960,Panais frais,Total utilisations,5.47
1960,Panais frais,Disparition intérieure exprimée,4.87
1960,Panais frais,Pertes,0.6
1960,Pois frais,Total des ressources,46.81
1960,Pois frais,Production,45.71
1960,Pois frais,Importations,1.1
1960,Pois frais,Total utilisations,46.81
1960,Pois frais,Disparition intérieure exprimée,1.06
1960,Pois frais,Utilisation industrielle,45.69
1960,Pois frais,Pertes,0.06
1960,Pois en conserve,Total des ressources,80.88
1960,Pois en conserve,Stocks au début,32.26
1960,Pois en conserve,Production,48.34
1960,Pois en conserve,Importations,0.28
1960,Pois en conserve,Total utilisations,50.15
1960,Pois en conserve,Disparition intérieure exprimée,49.45
1960,Pois en conserve,Exportations,0.7
1960,Pois en conserve,Stocks à la fin,30.73
1960,Pois congelés,Total des ressources,24.12
1960,Pois congelés,Stocks au début,9.3
1960,Pois congelés,Production,14.82
1960,Pois congelés,Total utilisations,14.71
1960,Pois congelés,Disparition intérieure exprimée,14.71
1960,Pois congelés,Stocks à la fin,9.41
1960,Piments frais,Total des ressources,2.53
1960,Piments frais,Production,2.53
1960,Piments frais,Total utilisations,2.53
1960,Piments frais,Disparition intérieure exprimée,2.08
1960,Piments frais,Utilisation industrielle,0.26
1960,Piments frais,Pertes,0.19
1960,Pommes de terre sucrées fraîches,Total des ressources,4.41
1960,Pommes de terre sucrées fraîches,Importations,4.41
1960,Pommes de terre sucrées fraîches,Total utilisations,4.41
1960,Pommes de terre sucrées fraîches,Disparition intérieure exprimée,4.23
1960,Pommes de terre sucrées fraîches,Pertes,0.18
1960,Pommes de terre croustilles,Total utilisations,0
1960,Pommes de terre congelées,Total utilisations,0
1960,Pommes de terre transformées autres,Total utilisations,0
1960,Pommes de terre transformées total,Total utilisations,0
1960,Pommes de terre blanches fraîches et transformées,Total des ressources,2652.52
1960,Pommes de terre blanches fraîches et transformées,Stocks au début,546.85
1960,Pommes de terre blanches fraîches et transformées,Production,1936.66
1960,Pommes de terre blanches fraîches et transformées,Importations,169.01
1960,Pommes de terre blanches fraîches et transformées,Total utilisations,1326
1960,Pommes de terre blanches fraîches et transformées,Disparition intérieure exprimée,1326.52
1960,Pommes de terre blanches fraîches et transformées,Exportations,30.94
1960,Pommes de terre blanches fraîches et transformées,Utilisation industrielle,277.33
1960,Pommes de terre blanches fraîches et transformées,Pertes,387.33
1960,Pommes de terre blanches fraîches et transformées,Stocks à la fin,630.4
1960,Pommes de terre blanches fraîches,Total utilisations,0
1960,Citrouilles et courges fraîches,Total utilisations,
1960,Radis frais,Total des ressources,4.07
1960,Radis frais,Production,4.07
1960,Radis frais,Total utilisations,4.07
1960,Radis frais,Disparition intérieure exprimée,3.62
1960,Radis frais,Pertes,0.45
1960,Rappini frais,Total utilisations,
1960,Rutabagas et navet frais,Total des ressources,100.8
1960,Rutabagas et navet frais,Production,100.8
1960,Rutabagas et navet frais,Total utilisations,100.8
1960,Rutabagas et navet frais,Disparition intérieure exprimée,51.14
1960,Rutabagas et navet frais,Exportations,42.42
1960,Rutabagas et navet frais,Utilisation industrielle,0.27
1960,Rutabagas et navet frais,Pertes,6.97
1960,Épinards frais,Total des ressources,9.53
1960,Épinards frais,Production,5.66
1960,Épinards frais,Importations,3.87
1960,Épinards frais,Total utilisations,9.53
1960,Épinards frais,Disparition intérieure exprimée,7.15
1960,Épinards frais,Utilisation industrielle,1.4
1960,Épinards frais,Pertes,0.98
1960,Épinards congelés,Total utilisations,
1960,Tomates fraîches,Total des ressources,468.87
1960,Tomates fraîches,Production,398.16
1960,Tomates fraîches,Importations,70.71
1960,Tomates fraîches,Total utilisations,468.87
1960,Tomates fraîches,Disparition intérieure exprimée,115.21
1960,Tomates fraîches,Utilisation industrielle,331.71
1960,Tomates fraîches,Pertes,21.95
1960,Tomates en conserve,Total des ressources,86.58
1960,Tomates en conserve,Stocks au début,23.51
1960,Tomates en conserve,Production,52.58
1960,Tomates en conserve,Importations,10.49
1960,Tomates en conserve,Total utilisations,47.17
1960,Tomates en conserve,Disparition intérieure exprimée,47.17
1960,Tomates en conserve,Stocks à la fin,39.41
1960,Jus de tomate,Total des ressources,151.48
1960,Jus de tomate,Stocks au début,63.21
1960,Jus de tomate,Production,82.76
1960,Jus de tomate,Importations,5.51
1960,Jus de tomate,Total utilisations,71.37
1960,Jus de tomate,Disparition intérieure exprimée,80.11
1960,Jus de tomate,Exportations,2.32
1960,Jus de tomate,Stocks à la fin,69.05
1960,"Tomates, pulpe, pâte et purée",Total des ressources,16.65
1960,"Tomates, pulpe, pâte et purée",Stocks au début,4.01
1960,"Tomates, pulpe, pâte et purée",Production,3.25
1960,"Tomates, pulpe, pâte et purée",Importations,9.39
1960,"Tomates, pulpe, pâte et purée",Total utilisations,12.83
1960,"Tomates, pulpe, pâte et purée",Disparition intérieure exprimée,12.83
1960,"Tomates, pulpe, pâte et purée",Stocks à la fin,3.82
1960,Légumes frais non spécifiés,Total des ressources,
1960,Légumes frais non spécifiés,Production,0.57
1960,Légumes frais non spécifiés,Total utilisations,
1960,Légumes frais non spécifiés,Disparition intérieure exprimée,
1960,Légumes en conserve non spécifiés,Total des ressources,36.92
1960,Légumes en conserve non spécifiés,Stocks au début,13.05
1960,Légumes en conserve non spécifiés,Production,13.99
1960,Légumes en conserve non spécifiés,Importations,9.88
1960,Légumes en conserve non spécifiés,Total utilisations,19.81
1960,Légumes en conserve non spécifiés,Disparition intérieure exprimée,18.7
1960,Légumes en conserve non spécifiés,Exportations,1.11
1960,Légumes en conserve non spécifiés,Stocks à la fin,17.11
1960,Légumes congelés non spécifiés,Total des ressources,15.98
1960,Légumes congelés non spécifiés,Stocks au début,4.69
1960,Légumes congelés non spécifiés,Production,3.55
1960,Légumes congelés non spécifiés,Importations,7.74
1960,Légumes congelés non spécifiés,Total utilisations,10.43
1960,Légumes congelés non spécifiés,Disparition intérieure exprimée,8.49
1960,Légumes congelés non spécifiés,Exportations,1.94
1960,Légumes congelés non spécifiés,Stocks à la fin,5.55
1960,Poissons de mer frais et congelés,Total utilisations,
1960,Poissons de mer transformés,Total utilisations,
1960,Fruits de mer total,Total utilisations,
1960,Poissons d'eau douce,Total utilisations,
1961,Farine de blé,Total des ressources,1850.07
1961,Farine de blé,Stocks au début,92.07
1961,Farine de blé,Production,1757.91
1961,Farine de blé,Importations,0.09
1961,Farine de blé,Total utilisations,1759.48
1961,Farine de blé,Disparition intérieure exprimée,1013.04
1961,Farine de blé,Exportations,682.69
1961,Farine de blé,Utilisation industrielle,43.07
1961,Farine de blé,Pertes,20.67
1961,Farine de blé,Stocks à la fin,90.59
1961,Farine de seigle,Total des ressources,8
1961,Farine de seigle,Stocks au début,0.24
1961,Farine de seigle,Production,7.4
1961,Farine de seigle,Importations,0.36
1961,Farine de seigle,Total utilisations,7.81
