"PÉRIODE DE RÉFÉRENCE","GÉO","VALEUR"
"Oct-01","Territoires du Nord-Ouest","41173"
"Oct-01","Nunavut","28180"
"Jan-02","Canada","31169393"
"Jan-02","Terre-Neuve-et-Labrador","521399"
"Jan-02","Île-du-Prince-Édouard","136858"
"Jan-02","Nouvelle-Écosse","933773"
"Jan-02","Nouveau-Brunswick","748637"
"Jan-02","Québec","7417882"
"Jan-02","Ontario","11980361"
"Jan-02","Manitoba","1152837"
"Jan-02","Saskatchewan","998681"
"Jan-02","Alberta","3092107"
"Jan-02","Colombie-Britannique","4087191"
"Jan-02","Yukon","30153"
"Jan-02","Territoires du Nord-Ouest","41176"
"Jan-02","Nunavut","28338"
"Apr-02","Canada","31253382"
"Apr-02","Terre-Neuve-et-Labrador","520228"
"Apr-02","Île-du-Prince-Édouard","136892"
"Apr-02","Nouvelle-Écosse","934177"
"Apr-02","Nouveau-Brunswick","748777"
"Apr-02","Québec","7428016"
"Apr-02","Ontario","12030408"
"Apr-02","Manitoba","1154737"
"Apr-02","Saskatchewan","997740"
"Apr-02","Alberta","3108360"
"Apr-02","Colombie-Britannique","4094236"
"Apr-02","Yukon","30142"
"Apr-02","Territoires du Nord-Ouest","41280"
"Apr-02","Nunavut","28389"
"Jul-02","Canada","31360079"
"Jul-02","Terre-Neuve-et-Labrador","519481"
"Jul-02","Île-du-Prince-Édouard","136880"
"Jul-02","Nouvelle-Écosse","935179"
"Jul-02","Nouveau-Brunswick","749372"
"Jul-02","Québec","7441656"
"Jul-02","Ontario","12094174"
"Jul-02","Manitoba","1156680"
"Jul-02","Saskatchewan","996807"
"Jul-02","Alberta","3128429"
"Jul-02","Colombie-Britannique","4100564"
"Jul-02","Yukon","30336"
"Jul-02","Territoires du Nord-Ouest","41699"
"Jul-02","Nunavut","28822"
"Oct-02","Canada","31451764"
"Oct-02","Terre-Neuve-et-Labrador","519458"
"Oct-02","Île-du-Prince-Édouard","137078"
"Oct-02","Nouvelle-Écosse","935968"
"Oct-02","Nouveau-Brunswick","749408"
"Oct-02","Québec","7455892"
"Oct-02","Ontario","12146053"
"Oct-02","Manitoba","1157298"
"Oct-02","Saskatchewan","996279"
"Oct-02","Alberta","3144926"
"Oct-02","Colombie-Britannique","4108400"
"Oct-02","Yukon","30266"
"Oct-02","Territoires du Nord-Ouest","41874"
"Oct-02","Nunavut","28864"
"Jan-03","Canada","31480672"
"Jan-03","Terre-Neuve-et-Labrador","519223"
"Jan-03","Île-du-Prince-Édouard","137077"
"Jan-03","Nouvelle-Écosse","935509"
"Jan-03","Nouveau-Brunswick","749238"
"Jan-03","Québec","7461516"
"Jan-03","Ontario","12156750"
"Jan-03","Manitoba","1158369"
"Jan-03","Saskatchewan","996241"
"Jan-03","Alberta","3155103"
"Jan-03","Colombie-Britannique","4110242"
"Jan-03","Yukon","30422"
"Jan-03","Territoires du Nord-Ouest","42006"
"Jan-03","Nunavut","28976"
"Apr-03","Canada","31550768"
"Apr-03","Terre-Neuve-et-Labrador","518813"
"Apr-03","Île-du-Prince-Édouard","137120"
"Apr-03","Nouvelle-Écosse","935800"
"Apr-03","Nouveau-Brunswick","749265"
"Apr-03","Québec","7471775"
"Apr-03","Ontario","12195501"
"Apr-03","Manitoba","1160863"
"Apr-03","Saskatchewan","995748"
"Apr-03","Alberta","3169049"
"Apr-03","Colombie-Britannique","4114925"
"Apr-03","Yukon","30573"
"Apr-03","Territoires du Nord-Ouest","42219"
"Apr-03","Nunavut","29117"
"Jul-03","Canada","31644028"
"Jul-03","Terre-Neuve-et-Labrador","518459"
"Jul-03","Île-du-Prince-Édouard","137227"
"Jul-03","Nouvelle-Écosse","937717"
"Jul-03","Nouveau-Brunswick","749441"
"Jul-03","Québec","7485753"
"Jul-03","Ontario","12245039"
"Jul-03","Manitoba","1163596"
"Jul-03","Saskatchewan","996386"
"Jul-03","Alberta","3183065"
"Jul-03","Colombie-Britannique","4124482"
"Jul-03","Yukon","30941"
"Jul-03","Territoires du Nord-Ouest","42600"
"Jul-03","Nunavut","29322"
"Oct-03","Canada","31737869"
"Oct-03","Terre-Neuve-et-Labrador","518786"
"Oct-03","Île-du-Prince-Édouard","137425"
"Oct-03","Nouvelle-Écosse","938790"
"Oct-03","Nouveau-Brunswick","749463"
"Oct-03","Québec","7503709"
"Oct-03","Ontario","12291669"
"Oct-03","Manitoba","1165530"
"Oct-03","Saskatchewan","996555"
"Oct-03","Alberta","3197858"
"Oct-03","Colombie-Britannique","4134638"
"Oct-03","Yukon","31218"
"Oct-03","Territoires du Nord-Ouest","42857"
"Oct-03","Nunavut","29371"
"Jan-04","Canada","31777704"
"Jan-04","Terre-Neuve-et-Labrador","518739"
"Jan-04","Île-du-Prince-Édouard","137510"
"Jan-04","Nouvelle-Écosse","938997"
"Jan-04","Nouveau-Brunswick","749190"
"Jan-04","Québec","7510408"
"Jan-04","Ontario","12305320"
"Jan-04","Manitoba","1167656"
"Jan-04","Saskatchewan","996558"
"Jan-04","Alberta","3209372"
"Jan-04","Colombie-Britannique","4139946"
"Jan-04","Yukon","31319"
"Jan-04","Territoires du Nord-Ouest","43171"
"Jan-04","Nunavut","29518"
"Apr-04","Canada","31846669"
"Apr-04","Terre-Neuve-et-Labrador","517940"
"Apr-04","Île-du-Prince-Édouard","137629"
"Apr-04","Nouvelle-Écosse","938783"
"Apr-04","Nouveau-Brunswick","749336"
"Apr-04","Québec","7520262"
"Apr-04","Ontario","12341656"
"Apr-04","Manitoba","1170347"
"Apr-04","Saskatchewan","997080"
"Apr-04","Alberta","3223490"
"Apr-04","Colombie-Britannique","4145951"
"Apr-04","Yukon","31401"
"Apr-04","Territoires du Nord-Ouest","43210"
"Apr-04","Nunavut","29584"
"Jul-04","Canada","31940655"
"Jul-04","Terre-Neuve-et-Labrador","517423"
"Jul-04","Île-du-Prince-Édouard","137680"
"Jul-04","Nouvelle-Écosse","939664"
"Jul-04","Nouveau-Brunswick","749419"
"Jul-04","Québec","7535590"
"Jul-04","Ontario","12391421"
"Jul-04","Manitoba","1173238"
"Jul-04","Saskatchewan","997283"
"Jul-04","Alberta","3238668"
"Jul-04","Colombie-Britannique","4155651"
"Jul-04","Yukon","31455"
"Jul-04","Territoires du Nord-Ouest","43306"
"Jul-04","Nunavut","29857"
"Oct-04","Canada","32039959"
"Oct-04","Terre-Neuve-et-Labrador","516906"
"Oct-04","Île-du-Prince-Édouard","137695"
"Oct-04","Nouvelle-Écosse","939884"
"Oct-04","Nouveau-Brunswick","749243"
"Oct-04","Québec","7553651"
"Oct-04","Ontario","12437664"
"Oct-04","Manitoba","1174675"
"Oct-04","Saskatchewan","996993"
"Oct-04","Alberta","3260590"
"Oct-04","Colombie-Britannique","4167810"
"Oct-04","Yukon","31689"
"Oct-04","Territoires du Nord-Ouest","43352"
"Oct-04","Nunavut","29807"
"Jan-05","Canada","32076720"
"Jan-05","Terre-Neuve-et-Labrador","516794"
"Jan-05","Île-du-Prince-Édouard","137689"
"Jan-05","Nouvelle-Écosse","939215"
"Jan-05","Nouveau-Brunswick","749002"
"Jan-05","Québec","7559625"
"Jan-05","Ontario","12446466"
"Jan-05","Manitoba","1176051"
"Jan-05","Saskatchewan","995900"
"Jan-05","Alberta","3276797"
"Jan-05","Colombie-Britannique","4174018"
"Jan-05","Yukon","31771"
"Jan-05","Territoires du Nord-Ouest","43442"
"Jan-05","Nunavut","29950"
"Apr-05","Canada","32141943"
"Apr-05","Terre-Neuve-et-Labrador","515358"
"Apr-05","Île-du-Prince-Édouard","137788"
"Apr-05","Nouvelle-Écosse","937991"
"Apr-05","Nouveau-Brunswick","748693"
"Apr-05","Québec","7567307"
"Apr-05","Ontario","12477967"
"Apr-05","Manitoba","1177285"
"Apr-05","Saskatchewan","994892"
"Apr-05","Alberta","3296271"
"Apr-05","Colombie-Britannique","4182963"
"Apr-05","Yukon","31862"
"Apr-05","Territoires du Nord-Ouest","43457"
"Apr-05","Nunavut","30109"
"Jul-05","Canada","32243753"
"Jul-05","Terre-Neuve-et-Labrador","514332"
"Jul-05","Île-du-Prince-Édouard","138064"
"Jul-05","Nouvelle-Écosse","937926"
"Jul-05","Nouveau-Brunswick","748057"
"Jul-05","Québec","7581476"
"Jul-05","Ontario","12528663"
"Jul-05","Manitoba","1178264"
"Jul-05","Saskatchewan","993500"
"Jul-05","Alberta","3321768"
"Jul-05","Colombie-Britannique","4196062"
"Jul-05","Yukon","31902"
"Jul-05","Territoires du Nord-Ouest","43400"
"Jul-05","Nunavut","30339"
"Oct-05","Canada","32353968"
"Oct-05","Terre-Neuve-et-Labrador","513740"
"Oct-05","Île-du-Prince-Édouard","138130"
"Oct-05","Nouvelle-Écosse","938753"
"Oct-05","Nouveau-Brunswick","747672"
"Oct-05","Québec","7598887"
"Oct-05","Ontario","12578931"
"Oct-05","Manitoba","1179086"
"Oct-05","Saskatchewan","993288"
"Oct-05","Alberta","3346754"
"Oct-05","Colombie-Britannique","4212666"
"Oct-05","Yukon","32128"
"Oct-05","Territoires du Nord-Ouest","43526"
"Oct-05","Nunavut","30407"
"Jan-06","Canada","32395309"
"Jan-06","Terre-Neuve-et-Labrador","512564"
"Jan-06","Île-du-Prince-Édouard","137907"
"Jan-06","Nouvelle-Écosse","938117"
"Jan-06","Nouveau-Brunswick","746983"
"Jan-06","Québec","7604258"
"Jan-06","Ontario","12587531"
"Jan-06","Manitoba","1179920"
"Jan-06","Saskatchewan","992237"
"Jan-06","Alberta","3371823"
"Jan-06","Colombie-Britannique","4217962"
"Jan-06","Yukon","32112"
"Jan-06","Territoires du Nord-Ouest","43318"
"Jan-06","Nunavut","30577"
"Apr-06","Canada","32470303"
"Apr-06","Terre-Neuve-et-Labrador","510961"
"Apr-06","Île-du-Prince-Édouard","137846"
"Apr-06","Nouvelle-Écosse","937664"
"Apr-06","Nouveau-Brunswick","746337"
"Apr-06","Québec","7615505"
"Apr-06","Ontario","12618444"
"Apr-06","Manitoba","1181635"
"Apr-06","Saskatchewan","991228"
"Apr-06","Alberta","3396802"
"Apr-06","Colombie-Britannique","4227986"
"Apr-06","Yukon","32152"
"Apr-06","Territoires du Nord-Ouest","43101"
"Apr-06","Nunavut","30642"
"Jul-06","Canada","32571174"
"Jul-06","Terre-Neuve-et-Labrador","510592"
"Jul-06","Île-du-Prince-Édouard","137867"
"Jul-06","Nouvelle-Écosse","937882"
"Jul-06","Nouveau-Brunswick","745621"
"Jul-06","Québec","7631966"
"Jul-06","Ontario","12661878"
"Jul-06","Manitoba","1183562"
"Jul-06","Saskatchewan","992314"
"Jul-06","Alberta","3421434"
"Jul-06","Colombie-Britannique","4241794"
"Jul-06","Yukon","32272"
"Jul-06","Territoires du Nord-Ouest","43179"
"Jul-06","Nunavut","30813"
"Oct-06","Canada","32680712"
"Oct-06","Terre-Neuve-et-Labrador","510329"
"Oct-06","Île-du-Prince-Édouard","137898"
"Oct-06","Nouvelle-Écosse","937046"
"Oct-06","Nouveau-Brunswick","744975"
"Oct-06","Québec","7653092"
"Oct-06","Ontario","12700994"
"Oct-06","Manitoba","1183981"
"Oct-06","Saskatchewan","993361"
"Oct-06","Alberta","3453944"
"Oct-06","Colombie-Britannique","4258655"
"Oct-06","Yukon","32361"
"Oct-06","Territoires du Nord-Ouest","43197"
"Oct-06","Nunavut","30879"
"Jan-07","Canada","32717701"
"Jan-07","Terre-Neuve-et-Labrador","510335"
"Jan-07","Île-du-Prince-Édouard","137778"
"Jan-07","Nouvelle-Écosse","936203"
"Jan-07","Nouveau-Brunswick","744853"
"Jan-07","Québec","7661583"
"Jan-07","Ontario","12702838"
"Jan-07","Manitoba","1184503"
"Jan-07","Saskatchewan","995174"
"Jan-07","Alberta","3472771"
"Jan-07","Colombie-Britannique","4265321"
"Jan-07","Yukon","32315"
"Jan-07","Territoires du Nord-Ouest","43074"
"Jan-07","Nunavut","30953"
"Apr-07","Canada","32786014"
"Apr-07","Terre-Neuve-et-Labrador","509131"
"Apr-07","Île-du-Prince-Édouard","137708"
"Apr-07","Nouvelle-Écosse","934995"
"Apr-07","Nouveau-Brunswick","744938"
"Apr-07","Québec","7674385"
"Apr-07","Ontario","12726728"
"Apr-07","Manitoba","1186430"
"Apr-07","Saskatchewan","997550"
"Apr-07","Alberta","3490842"
"Apr-07","Colombie-Britannique","4276743"
"Apr-07","Yukon","32273"
"Apr-07","Territoires du Nord-Ouest","43107"
"Apr-07","Nunavut","31184"
"Jul-07","Canada","32889025"
"Jul-07","Terre-Neuve-et-Labrador","509055"
"Jul-07","Île-du-Prince-Édouard","137711"
"Jul-07","Nouvelle-Écosse","935115"
"Jul-07","Nouveau-Brunswick","745433"
"Jul-07","Québec","7692916"
"Jul-07","Ontario","12764806"
"Jul-07","Manitoba","1189451"
"Jul-07","Saskatchewan","1002086"
"Jul-07","Alberta","3514147"
"Jul-07","Colombie-Britannique","4290984"
"Jul-07","Yukon","32554"
"Jul-07","Territoires du Nord-Ouest","43372"
"Jul-07","Nunavut","31395"
"Oct-07","Canada","33002138"
"Oct-07","Terre-Neuve-et-Labrador","510262"
"Oct-07","Île-du-Prince-Édouard","138026"
"Oct-07","Nouvelle-Écosse","935379"
"Oct-07","Nouveau-Brunswick","746138"
"Oct-07","Québec","7713173"
"Oct-07","Ontario","12807208"
"Oct-07","Manitoba","1191690"
"Oct-07","Saskatchewan","1007323"
"Oct-07","Alberta","3533413"
"Oct-07","Colombie-Britannique","4312042"
"Oct-07","Yukon","32662"
"Oct-07","Territoires du Nord-Ouest","43262"
"Oct-07","Nunavut","31560"
"Jan-08","Canada","33050613"
"Jan-08","Terre-Neuve-et-Labrador","511008"
"Jan-08","Île-du-Prince-Édouard","138000"
"Jan-08","Nouvelle-Écosse","935475"
"Jan-08","Nouveau-Brunswick","746288"
"Jan-08","Québec","7725513"
"Jan-08","Ontario","12814446"
"Jan-08","Manitoba","1193408"
"Jan-08","Saskatchewan","1010304"
"Jan-08","Alberta","3548796"
"Jan-08","Colombie-Britannique","4319652"
"Jan-08","Yukon","32751"
"Jan-08","Territoires du Nord-Ouest","43357"
"Jan-08","Nunavut","31615"
"Apr-08","Canada","33127520"
"Apr-08","Terre-Neuve-et-Labrador","511253"
"Apr-08","Île-du-Prince-Édouard","138186"
"Apr-08","Nouvelle-Écosse","935635"
"Apr-08","Nouveau-Brunswick","746533"
"Apr-08","Québec","7740347"
"Apr-08","Ontario","12840272"
"Apr-08","Manitoba","1194662"
"Apr-08","Saskatchewan","1013478"
"Apr-08","Alberta","3567458"
"Apr-08","Colombie-Britannique","4331699"
"Apr-08","Yukon","32954"
"Apr-08","Territoires du Nord-Ouest","43362"
"Apr-08","Nunavut","31681"
"Jul-08","Canada","33247118"
"Jul-08","Terre-Neuve-et-Labrador","511581"
"Jul-08","Île-du-Prince-Édouard","138749"
"Jul-08","Nouvelle-Écosse","935897"
"Jul-08","Nouveau-Brunswick","746877"
"Jul-08","Québec","7761725"
"Jul-08","Ontario","12883583"
"Jul-08","Manitoba","1197775"
"Jul-08","Saskatchewan","1017404"
"Jul-08","Alberta","3595856"
"Jul-08","Colombie-Britannique","4349336"
"Jul-08","Yukon","33083"
"Jul-08","Territoires du Nord-Ouest","43360"
"Jul-08","Nunavut","31892"
"Oct-08","Canada","33372418"
"Oct-08","Terre-Neuve-et-Labrador","513437"
"Oct-08","Île-du-Prince-Édouard","139465"
"Oct-08","Nouvelle-Écosse","937045"
"Oct-08","Nouveau-Brunswick","747769"
"Oct-08","Québec","7786475"
"Oct-08","Ontario","12927148"
"Oct-08","Manitoba","1199548"
"Oct-08","Saskatchewan","1022553"
"Oct-08","Alberta","3619292"
"Oct-08","Colombie-Britannique","4371124"
"Oct-08","Yukon","33306"
"Oct-08","Territoires du Nord-Ouest","43293"
"Oct-08","Nunavut","31963"
"Jan-09","Canada","33427050"
"Jan-09","Terre-Neuve-et-Labrador","514223"
"Jan-09","Île-du-Prince-Édouard","139136"
"Jan-09","Nouvelle-Écosse","937382"
"Jan-09","Nouveau-Brunswick","748373"
"Jan-09","Québec","7799115"
"Jan-09","Ontario","12932234"
"Jan-09","Manitoba","1201702"
"Jan-09","Saskatchewan","1025993"
"Jan-09","Alberta","3638482"
"Jan-09","Colombie-Britannique","4381829"
"Jan-09","Yukon","33404"
"Jan-09","Territoires du Nord-Ouest","43116"
"Jan-09","Nunavut","32061"
"Apr-09","Canada","33511275"
"Apr-09","Terre-Neuve-et-Labrador","514719"
"Apr-09","Île-du-Prince-Édouard","139206"
"Apr-09","Nouvelle-Écosse","937429"
"Apr-09","Nouveau-Brunswick","749161"
"Apr-09","Québec","7817022"
"Apr-09","Ontario","12956332"
"Apr-09","Manitoba","1204014"
"Apr-09","Saskatchewan","1029901"
"Apr-09","Alberta","3659228"
"Apr-09","Colombie-Britannique","4395190"
"Apr-09","Yukon","33582"
"Apr-09","Territoires du Nord-Ouest","43106"
"Apr-09","Nunavut","32385"
"Jul-09","Canada","33628895"
"Jul-09","Terre-Neuve-et-Labrador","516751"
"Jul-09","Île-du-Prince-Édouard","139891"
"Jul-09","Nouvelle-Écosse","938208"
"Jul-09","Nouveau-Brunswick","749956"
"Jul-09","Québec","7843383"
"Jul-09","Ontario","12998345"
"Jul-09","Manitoba","1208556"
"Jul-09","Saskatchewan","1034819"
"Jul-09","Alberta","3678996"
"Jul-09","Colombie-Britannique","4410506"
"Jul-09","Yukon","33731"
"Jul-09","Territoires du Nord-Ouest","43156"
"Jul-09","Nunavut","32597"
"Oct-09","Canada","33757077"
"Oct-09","Terre-Neuve-et-Labrador","518985"
"Oct-09","Île-du-Prince-Édouard","140611"
"Oct-09","Nouvelle-Écosse","940501"
"Oct-09","Nouveau-Brunswick","751066"
"Oct-09","Québec","7871361"
"Oct-09","Ontario","13047485"
"Oct-09","Manitoba","1211875"
"Oct-09","Saskatchewan","1039554"
"Oct-09","Alberta","3694303"
"Oct-09","Colombie-Britannique","4431576"
"Oct-09","Yukon","34025"
"Oct-09","Territoires du Nord-Ouest","42924"
"Oct-09","Nunavut","32811"
"Jan-10","Canada","33807529"
"Jan-10","Terre-Neuve-et-Labrador","520283"
"Jan-10","Île-du-Prince-Édouard","140612"
"Jan-10","Nouvelle-Écosse","940823"
"Jan-10","Nouveau-Brunswick","751281"
"Jan-10","Québec","7885717"
"Jan-10","Ontario","13058435"
"Jan-10","Manitoba","1213933"
"Jan-10","Saskatchewan","1042952"
"Jan-10","Alberta","3702266"
"Jan-10","Colombie-Britannique","4441329"
"Jan-10","Yukon","34007"
"Jan-10","Territoires du Nord-Ouest","42970"
"Jan-10","Nunavut","32921"
"Apr-10","Canada","33889236"
"Apr-10","Terre-Neuve-et-Labrador","521204"
"Apr-10","Île-du-Prince-Édouard","140990"
"Apr-10","Nouvelle-Écosse","940919"
"Apr-10","Nouveau-Brunswick","752021"
"Apr-10","Québec","7903339"
"Apr-10","Ontario","13088106"
"Apr-10","Manitoba","1216610"
"Apr-10","Saskatchewan","1046799"
"Apr-10","Alberta","3714974"
"Apr-10","Colombie-Britannique","4453744"
"Apr-10","Yukon","34241"
"Apr-10","Territoires du Nord-Ouest","43152"
"Apr-10","Nunavut","33137"
"Jul-10","Canada","34004889"
"Jul-10","Terre-Neuve-et-Labrador","522009"
"Jul-10","Île-du-Prince-Édouard","141654"
"Jul-10","Nouvelle-Écosse","942107"
"Jul-10","Nouveau-Brunswick","753035"
"Jul-10","Québec","7929222"
"Jul-10","Ontario","13135778"
"Jul-10","Manitoba","1220780"
"Jul-10","Saskatchewan","1051443"
"Jul-10","Alberta","3732082"
"Jul-10","Colombie-Britannique","4465546"
"Jul-10","Yukon","34596"
"Jul-10","Territoires du Nord-Ouest","43285"
"Jul-10","Nunavut","33352"
"Oct-10","Canada","34131683"
"Oct-10","Terre-Neuve-et-Labrador","522865"
"Oct-10","Île-du-Prince-Édouard","142732"
"Oct-10","Nouvelle-Écosse","944179"
"Oct-10","Nouveau-Brunswick","754287"
"Oct-10","Québec","7955007"
"Oct-10","Ontario","13189339"
"Oct-10","Manitoba","1224662"
"Oct-10","Saskatchewan","1056115"
"Oct-10","Alberta","3747226"
"Oct-10","Colombie-Britannique","4483609"
"Oct-10","Yukon","34789"
"Oct-10","Territoires du Nord-Ouest","43303"
"Oct-10","Nunavut","33570"
"Jan-11","Canada","34166099"
"Jan-11","Terre-Neuve-et-Labrador","523726"
"Jan-11","Île-du-Prince-Édouard","143020"
"Jan-11","Nouvelle-Écosse","944068"
"Jan-11","Nouveau-Brunswick","754794"
"Jan-11","Québec","7967185"
"Jan-11","Ontario","13198650"
"Jan-11","Manitoba","1227212"
"Jan-11","Saskatchewan","1058963"
"Jan-11","Alberta","3754424"
"Jan-11","Colombie-Britannique","4482260"
"Jan-11","Yukon","34801"
"Jan-11","Territoires du Nord-Ouest","43263"
"Jan-11","Nunavut","33733"
"Apr-11","Canada","34230378"
"Apr-11","Terre-Neuve-et-Labrador","524239"
"Apr-11","Île-du-Prince-Édouard","143265"
"Apr-11","Nouvelle-Écosse","943918"
"Apr-11","Nouveau-Brunswick","754841"
"Apr-11","Québec","7982119"
"Apr-11","Ontario","13221999"
"Apr-11","Manitoba","1229063"
"Apr-11","Saskatchewan","1061484"
"Apr-11","Alberta","3768773"
"Apr-11","Colombie-Britannique","4488508"
"Apr-11","Yukon","34983"
"Apr-11","Territoires du Nord-Ouest","43263"
"Apr-11","Nunavut","33923"
"Jul-11","Canada","34339328"
"Jul-11","Terre-Neuve-et-Labrador","524999"
"Jul-11","Île-du-Prince-Édouard","143963"
"Jul-11","Nouvelle-Écosse","944274"
"Jul-11","Nouveau-Brunswick","755705"
"Jul-11","Québec","8005090"
"Jul-11","Ontario","13261381"
"Jul-11","Manitoba","1233649"
"Jul-11","Saskatchewan","1066026"
"Jul-11","Alberta","3789030"
"Jul-11","Colombie-Britannique","4502104"
"Jul-11","Yukon","35411"
"Jul-11","Territoires du Nord-Ouest","43504"
"Jul-11","Nunavut","34192"
"Oct-11","Canada","34457998"
"Oct-11","Terre-Neuve-et-Labrador","525936"
"Oct-11","Île-du-Prince-Édouard","144378"
"Oct-11","Nouvelle-Écosse","945016"
"Oct-11","Nouveau-Brunswick","756420"
"Oct-11","Québec","8021860"
"Oct-11","Ontario","13308659"
"Oct-11","Manitoba","1238019"
"Oct-11","Saskatchewan","1070687"
"Oct-11","Alberta","3807726"
"Oct-11","Colombie-Britannique","4525684"
"Oct-11","Yukon","35668"
"Oct-11","Territoires du Nord-Ouest","43593"
"Oct-11","Nunavut","34352"
"Jan-12","Canada","34516352"
"Jan-12","Terre-Neuve-et-Labrador","526215"
"Jan-12","Île-du-Prince-Édouard","144310"
"Jan-12","Nouvelle-Écosse","944307"
"Jan-12","Nouveau-Brunswick","757278"
"Jan-12","Québec","8029498"
"Jan-12","Ontario","13323332"
"Jan-12","Manitoba","1242141"
"Jan-12","Saskatchewan","1074265"
"Jan-12","Alberta","3825072"
"Jan-12","Colombie-Britannique","4536084"
"Jan-12","Yukon","35782"
"Jan-12","Territoires du Nord-Ouest","43648"
"Jan-12","Nunavut","34420"
"Apr-12","Canada","34592779"
"Apr-12","Terre-Neuve-et-Labrador","525655"
"Apr-12","Île-du-Prince-Édouard","144472"
"Apr-12","Nouvelle-Écosse","943746"
"Apr-12","Nouveau-Brunswick","757270"
"Apr-12","Québec","8039492"
"Apr-12","Ontario","13348263"
"Apr-12","Manitoba","1245692"
"Apr-12","Saskatchewan","1077892"
"Apr-12","Alberta","3847722"
"Apr-12","Colombie-Britannique","4548438"
"Apr-12","Yukon","35843"
"Apr-12","Territoires du Nord-Ouest","43701"
"Apr-12","Nunavut","34593"
"Jul-12","Canada","34714222"
"Jul-12","Terre-Neuve-et-Labrador","526345"
"Jul-12","Île-du-Prince-Édouard","144530"
"Jul-12","Nouvelle-Écosse","943635"
"Jul-12","Nouveau-Brunswick","758378"
"Jul-12","Québec","8061101"
"Jul-12","Ontario","13390632"
"Jul-12","Manitoba","1249975"
"Jul-12","Saskatchewan","1083755"
"Jul-12","Alberta","3874548"
"Jul-12","Colombie-Britannique","4566769"
"Jul-12","Yukon","36234"
"Jul-12","Territoires du Nord-Ouest","43648"
"Jul-12","Nunavut","34672"
"Oct-12","Canada","34836008"
"Oct-12","Terre-Neuve-et-Labrador","527180"
"Oct-12","Île-du-Prince-Édouard","144520"
"Oct-12","Nouvelle-Écosse","943341"
"Oct-12","Nouveau-Brunswick","758673"
"Oct-12","Québec","8078388"
"Oct-12","Ontario","13434943"
"Oct-12","Manitoba","1254178"
"Oct-12","Saskatchewan","1088959"
"Oct-12","Alberta","3900333"
"Oct-12","Colombie-Britannique","4590545"
"Oct-12","Yukon","36425"
"Oct-12","Territoires du Nord-Ouest","43681"
"Oct-12","Nunavut","34842"
"Jan-13","Canada","34883119"
"Jan-13","Terre-Neuve-et-Labrador","527248"
"Jan-13","Île-du-Prince-Édouard","144175"
"Jan-13","Nouvelle-Écosse","942598"
"Jan-13","Nouveau-Brunswick","758298"
"Jan-13","Québec","8082771"
"Jan-13","Ontario","13444704"
"Jan-13","Manitoba","1257940"
"Jan-13","Saskatchewan","1091547"
"Jan-13","Alberta","3920499"
"Jan-13","Colombie-Britannique","4598255"
"Jan-13","Yukon","36373"
"Jan-13","Territoires du Nord-Ouest","43737"
"Jan-13","Nunavut","34974"
"Apr-13","Canada","34958216"
"Apr-13","Terre-Neuve-et-Labrador","527313"
"Apr-13","Île-du-Prince-Édouard","143948"
"Apr-13","Nouvelle-Écosse","941230"
"Apr-13","Nouveau-Brunswick","758132"
"Apr-13","Québec","8090916"
"Apr-13","Ontario","13467829"
"Apr-13","Manitoba","1260834"
"Apr-13","Saskatchewan","1094390"
"Apr-13","Alberta","3946798"
"Apr-13","Colombie-Britannique","4611648"
"Apr-13","Yukon","36313"
"Apr-13","Territoires du Nord-Ouest","43867"
"Apr-13","Nunavut","34998"
"Jul-13","Canada","35082954"
"Jul-13","Terre-Neuve-et-Labrador","527114"
"Jul-13","Île-du-Prince-Édouard","144094"
"Jul-13","Nouvelle-Écosse","940434"
"Jul-13","Nouveau-Brunswick","758544"
"Jul-13","Québec","8110880"
"Jul-13","Ontario","13510781"
"Jul-13","Manitoba","1264620"
"Jul-13","Saskatchewan","1099736"
"Jul-13","Alberta","3981011"
"Jul-13","Colombie-Britannique","4630077"
"Jul-13","Yukon","36521"
"Jul-13","Territoires du Nord-Ouest","43805"
"Jul-13","Nunavut","35337"
"Oct-13","Canada","35211866"
"Oct-13","Terre-Neuve-et-Labrador","528117"
"Oct-13","Île-du-Prince-Édouard","144103"
"Oct-13","Nouvelle-Écosse","940105"
"Oct-13","Nouveau-Brunswick","758670"
"Oct-13","Québec","8124660"
"Oct-13","Ontario","13558528"
"Oct-13","Manitoba","1268428"
"Oct-13","Saskatchewan","1103730"
"Oct-13","Alberta","4010903"
"Oct-13","Colombie-Britannique","4658875"
"Oct-13","Yukon","36448"
"Oct-13","Territoires du Nord-Ouest","43756"
"Oct-13","Nunavut","35543"
"Jan-14","Canada","35249639"
"Jan-14","Terre-Neuve-et-Labrador","528242"
"Jan-14","Île-du-Prince-Édouard","143996"
"Jan-14","Nouvelle-Écosse","939867"
"Jan-14","Nouveau-Brunswick","759018"
"Jan-14","Québec","8125478"
"Jan-14","Ontario","13562583"
"Jan-14","Manitoba","1271562"
"Jan-14","Saskatchewan","1106374"
"Jan-14","Alberta","4029951"
"Jan-14","Colombie-Britannique","4666788"
"Jan-14","Yukon","36393"
"Jan-14","Territoires du Nord-Ouest","43800"
"Jan-14","Nunavut","35587"
"Apr-14","Canada","35323533"
"Apr-14","Terre-Neuve-et-Labrador","527498"
"Apr-14","Île-du-Prince-Édouard","143984"
"Apr-14","Nouvelle-Écosse","938913"
"Apr-14","Nouveau-Brunswick","758876"
